tweet_hash,full_tweet_text
e2487f30dad0bf8b8630ac883207473d,"@EkBoondhPani Ans 👉 Plastic Bottle #EkBoondhPani #SDG6 #climatechange @EkBoondhPani

Join 
@gadhiya_hema @RubyAga9339 @vinodsapra76 @Rohith8977 @Rahulrahs"
be852859234494b600b4eac25b30dc7c,Scary af.
2c3799f4913839131c19302b4277e216,"@bpolitics Who cares as long as we are aren’t subsidizing it? @GretaThunberg complains about climate change, and we all freak out. A good pandemic comes along and we all decide “never mind”."
47c3d88b75d8a564d5f444be6a062df7,"In our latest #TerraTalks, we have @MicahLang of @greenestcity talking to us about #zerocarbon #buildings. June 30th. 9.30 am PDT. Register here - https://t.co/5wsReLhu1q

#greenbuilding #architecture #sustainabledesign #climatechange #GreenNewDeal https://t.co/rY2V2p8GZB"
41ec3779bacfccbbd5a3c10d31d55fa6,@RBReich @EmpathyNow For sure @GretaThunberg is a puppet of the super rich About the other I never heard before. J2
3efc3eb34e976779bc6736f2d6bbb300,"While poorer communities get hit harder by COVID-19 &amp; #climatechange, the ultra-rich are actually getting richer. They must pay a fair share of a #JustRecovery. Support a #WealthTax today:  https://t.co/tl9zBsWrjA @GreenpeaceCA #TaxTheRich"
7dc867efc11a19faf98acdd26f2c98c5,"@AlianzaxelClima @japreda @G_Blanchetiere @cestebarena @ceciliaferrero_ @vascagarcia @aforchieri @dgarciavilas Dejen de cagarse en las nuevas generaciones, se necesitan espacios verdes que limpien el aire de la cuidad y no cemento y negocios para les amigues de turno #NoVendanLaCostanera #DefendamosElRio #BuenosAires #ClimateEmergency #FaceTheClimateEmergency #LeyDeHumedalesYa"
478d39dc25a6429c0e07b00dd01760ab,TY FOR ADRESSING CLIMATE CHANGE
b715179614d62a01820940b73a13ee73,"@BBCNews
 BBC News at One. ""Trump says forest management BUT firemen are about saving lives.""

How is Trump not behind the firemen saving lives?
Trump was vs the climate, not the firemen saving lives."
c219600024a2970c6ac04172bfff9781,@GretaThunberg @Luisamneubauer Socialism or barbarism. Make up your mind.
be89dfc8373cdac7106654b136e1261a,"Since climate change is still a HUGE issue, here's some easy ways u can b more sustainable (a thread)"
5dc25faf57d13556ed89ccc58894e9a3,"We are committing to elevating our #IndigenousPeoples in STEM. @BlackInSciComm @COMPASSscicomm are generously sponsoring the honoraria of all stories accepted into brack•ish, our BIPOC series. Pitch now!

https://t.co/PPQ84yIlNj"
d9989299002f4154bc75a0677798fde7,Deputy Speaker and Antique lone District Rep. Loren Legarda named as Climate Vulnerable Forum's  Ambassador for Parliaments.
67d8ea949934b9317e7fa542c24484f8,"ONE AT A TIME, UNIVERSE, ONE AT A TIME"
476ead941cf3882cf139406d313d34e0,@npr @cnn climate change 🙄
3ea580123f28778b624b9e01d3e21d2a,@CalebJHull That doesn’t fit the climate narrative
4edd8e52c2ee1125a6781fd18987573c,"@katiecannon2 @AgathoniaMedia @ClonalAntibody @asymptosis @sdgrumbine @ptcherneva @wbmosler @ProfSteveKeen @FadhelKaboub @joefirestonephd @davidgraeber how much of the current jobs connected to prevention of Climate Change? I believe most of the existing jobs are causing the damage. It would be easy to let people stay home, then to reorganize them to be ""productive in a good way""."
069855d99f21be0fead734451a293a3f,"@Mac_Blu @JulesSunbeam I am not. But that’s certainly a defence you can take with this argument. Minorities can be racist, but in today’s climate - not as much as white people."
0575ffb8078c62caf78837129f7aabfd,"@dwallacewells Not Climate Change, humans - https://t.co/KY2nWxaaLm"
201951ed0593aa29fc25f5e64aab2213,#deepstate #geopolitics A methane leak in Antarctica provides new insight into how methane-eating microbes evolve https://t.co/hI3ZW1pcUo https://t.co/RnWikBv0qa
e7cc8ba28f177ac019034d4067179d78,Well this might get awkward.
4240eac134260f8f10b1ce31b903abff,"Never been behind a cow during a cow fart, but been there when a horse farts almost every 30 seconds. Don't go near that hansom cab!!!  I was so pissed.  No tip for you . . . feeding your horse a crap diet."
82a525502d01bcdc8f757ec8e96c6f8c,"Even as heatwaves increase electrical demand, climate-exacerbated wildfires and droughts are taking renewable power plants offline.
https://t.co/guXMUeC7T1"
37ca2c2f70a66e06bde51b07c5b58c2a,"tony matterhorn dutty wine it WINE IT nicki on them titties when i sign it ❗️ that’s why these ****** so one track minded, but really really i don’t give a F U C K forget barbie fuck Nicki cause she’s fake, she’s on a diet but her pockets eatin 🍰"
2bff470ceafb6f5f6a6cfa4d8bbf147e,"The #AQUACaribbean #BlueEconomy Conference will build #capacity &amp; capability across the region so we are better able to #manage, #explore, #research, #restore, #protect &amp; create #new #opportunities . https://t.co/vctrvkfozb 
#ClimateAction #SDG13 #SDG14 #SDG15 #SDG17 #SDG4 https://t.co/tejL1XHhbm"
b113f68b6df885029df12e0058471389,"#Siberia's prolonged unusually warm #weather is an 'alarming sign': scientist - CNN https://t.co/q23wafJJwq 
#environment 
#warmwinter
#ClimateCrisis"
266867ab6032ef610e1aecd7f07403a2,"@jonathanmeyer_ Great Concept.
Climate Change is one of the subjects within our epic history in the making feature film story we are working on."
51d41e11cc14b0ccc4c9a1308ef542f3,"@falsealarmism @DoctorVive She's saying Shellenberger is not important in the climate science world, but he has a big megaphone anyway because he gets published in right-wing rags."
8cbe97b8257735c8605197b75c5d4bfc,RT @wef: Zombie fires and other strange events are happening in the #Arctic – here’s what you need to know https://t.co/l0UTRahFxk #ClimateChange #WeirdWeather https://t.co/3gcd0w4BVi
8045bb0cbda1bb934c95d7fb920dc445,"A stretch of railway where three people died when a train derailed was identified in 2014 as being “greatly affected by earthslips”.

https://t.co/rWa6UY0Zg5"
1b5c47092fffd583c5a9276165011a19,"But yeah, let’s ignore climate science, too."
ed219f83a320196d4688d2fb23c2fe0c,@nour_regrets In this climate??? Does that actually work???
4a44971c05bbb0edb15ce4362310c650,"Echoing Trump, and contradicting scientists, conservative media stars say wildfires have ‘nothing to do with climate change.’ https://t.co/h9918dr75o"
e4255ebf0be7749be9a6b5af9d37f674,ROCHESTER NY Oct 4 Climate: Hi: 63 Lo: 41 Precip: Trace Snow: 0.0 https://t.co/GJA4PXnl9I
b59f8553ce2c962c6619b3a6b4443afa,"@conradcarter66 @Crock_Of @JennieGow @LewisHamilton You've basically just outed yourself as a climate change denier, the immature one isn't me."
730e60a9635c5eaf603e4abf371fc642,"Billions of public money used to #bailout climate-destroying corporations.⁣
⁣
The people? Still struggling.⁣
The planet? #StillFucked. ⁣
⁣
Thanks for nothing, ukgovofficial ⁣

⁣#Repost @xrebellionuk
• • • • •… https://t.co/arhX5MHQwL"
d7c303bbb64690a2e317a5932de08720,@sky_jace @GretaThunberg THE MARK... already exists...  but it doesnt become mandatory until CASH is eliminated... WHICH.... many politicians are trying to do...
6465828df30987de128832f2c983025d,@njcoops 🌍
bfe07e77b64ed2db8236175fe3185d48,Jimmy “Climate Change” Washington works his magic. #OregonArson #Oregon #OregonFires 🔥🔥🔥
899d4ea972043a0a2341127777424813,We will fight till the right ✌️ #MODIJI_POSTPONEJEENEET
27d8eeb767751759cbafa9703abe22ab,"@DeeJayLMS I see why some people want to humanize heros, ya know. But in this climate man, the babies don’t need nothing else either"
c5bade7db6a19a13672d099f5053493d,"@AnarchoMael Seriously. When I was in grad school in 05-07, we did a semester on climate change - everything we learned/did related to it - &amp; I had a long period of hopelessness after. Every issue brought up, I was just like, doesn't matter, we're all going to die. That feeling is baaaaaack."
ef23b68b0d6ead13234add5b635d6189,"@Lapincretin17 @tonydr0 @erikengheim @NibudKakoy @jebear @ChrisRMelville @GretaThunberg @Dee68310692 With overnight demand of about 4GW that's about 15 minutes. So maybe 5% of LA gets aircon in a heat wave with this massive storage.

1 GWh is not plenty."
fb24ba4cbf7bedc720f1a825a6e55fca,"@GretaThunberg @Luisamneubauer @elonmusk would differ!
@IsabelO20183051"
692c16aa483d4032d1a0e2b5d8567431,Air pollution is much worse than we thought https://t.co/6DLf61BFL3
408f78382afd83822841dda4be88a719,"La Nina #Australia: National Cabinet to be warned of wild weather risks  @newscomauHQ 
https://t.co/bTxUyAEqvA"
b1c31edd75f06b69d1711e039fb95ae9,@MultCoSO @Corbett_Fire Climate change fireworks?
a09e1af9b044c108f8baa5140bb73291,"Moms agree, @pweiser! @CleanAirMoms_CO have been fighting for strong protections from oil &amp; gas pollution for years, &amp; we'll continue fighting to protect our families from the #ClimateCrisis, even as @EPAAWheeler prioritizes polluter profits over public health. #CutMethane"
fb5bea65ca929b74041dcb09bd11c406,@TheresaA80 @GavinNewsom no we are not. he just blames the fires on climate change. most of them are to blame on the electric companies and arsonists and dummies that start fires. also the inability of the governor to create proper forest management so they don't get out of hand.
e6917f0bf302edc5c18956d12f9775ea,"@GracieTripp Climate Change
M4A
Money out of politics"
bb6e8fe14a3f4b19ba451d2633a3bb19,@GretaThunberg Maybe it's climate change...
3b59aefe2299b066ed55a1be499b9aa1,"#SwamyJihelp_JEE_NEET_ASPIRANTS 
#SWAMYJI_HELPJEENEET https://t.co/zbz4OuXXHY"
5df84810365903d51b9f9323c6762ab9,"@MichaelEMann By calling @ShellenbergerMD a climate denier, Mann demonstrates that words have no meaning among today's activist-scientists."
699598499ac1a87e973c9d856f19a0fb,"@Sophiesticatio2 This gentleman thinks that Governor Idiot -- oops, Inslee -- isn't radical enough. It's such FUN living behind enemy lines here in the Evergreen State! https://t.co/LyU71qtuKT"
176514b7505a16b0b96af16681352106,"Time to save the planet will run out fast if we don't revert to renewable energy sources now.
Read more... https://t.co/3rDAHtliTX #Greenland #Philippines #energy #climate"
f8cf6484a538702c8077d09ea59384bd,Or answer to Congress now.
a8d3fb3f460343e856adbf03597d58ef,WORCESTER MA Jun 25 Climate: Hi: 82 Lo: 62 Precip: 0.0 Snow: 0.0 https://t.co/QqxZJ4Sbne
9cb40025d456ef906276484b99bfbe13,"@JoeBiden ...the ""best city in America"" the city everyone goes to to "" make it big"". And don't get me started with your climate change bs we are just near the end of a cycle that has continued since the dawn of time. Nothing is new all the same shit has happened before and it will again."
abf95389762f17dcd9b4637dbb8613b2,SPOKANE WA FELTS AIRPORT Jul 20 Climate: Hi: 91 Lo: 58 Precip: 0.0 Snow: Missing https://t.co/wbIY19pfON
405971a702fb53d704261b422b956d0a,@GretaThunberg Only impact of increased CO2 so far; https://t.co/S3Z58wqnoS
3552884f6bb7e4d6d731db7c24c8ff44,-J-U-S-T-I-C-E-I-S-C-O-M-I-N-G-
d76a71405940082370525431f01bf458,Dystopian paintings by @Alice_Tye1 that imagine American cities transformed by climate change https://t.co/3Ic64Uv0Nm https://t.co/MsVafXDOab
e85b3b1b092c268c74278599f4211e48,As if he has something to hide to the American people #VoteTrumpOut #VoteThemAllOut
ddee3674fc519f7a797fafba53f8932a,Past Antarctic ice melt reveals potential for 'extreme sea-level rise' https://t.co/umkrMF9zOp via @smh
e5e27eb50483b392ead9556f68c49c61,"@timothy_stanley You are a caveman. I already have to give way oin a great number of things because of religion. No further, Sunday is just another day of the week to the majority. And in the current climate we need more commerce not less. Jeez."
c359a8a4fb5c5b837c3d447fd32f0c78,"Coral reefs in Guam and the rest of the Marianas archipelago are facing unprecedented damage because of warmer waters and increased carbon dioxide emissions. #ChasingCoral #ClimateCrisis #GlowingGone
https://t.co/3t8DNBtIQJ"
b95119ea30ba008d062578f418f5a150,"The Hungarian parliament today passed a law on climate protection:
 - https://t.co/KDG56qvBZW"
0241603ab4d227ff99adf4161f3caf48,California hasn’t had a rolling blackout in two decades‼️ but this week we were asked to be prepared. Climate Change is real. https://t.co/gxQiYqXHWA
0e234380244126623e76ffeb9a811e5c,How COVID-19 and climate change are reshaping writers’ travel plans – and the stories they tell /via @globeandmail https://t.co/Ef38OKhb3b
99a6f4f53629f8a07f145b55da9bdcda,Here another war climate thing.. how will Canada react @SethDKlein
e46817bdbb4ae18c1e4631679bb36898,"climate emergency ge pandemic thereyga, mi vamun dhaa bodu jareemaa ves, kankamaa havaaluve thibi boddunnah nufennaathee hairaan vey. 
ehenthaa vaanee boddun ulhenee siyaasee #naacharangee ga viya. 
climate emergency my 🦶 
jazeera LRaaje my other 🦶"
4834894da28f880563692b28ecafe2da,https://t.co/zp1P058ayB
2e8ace388c5ed217a8fde376257eafd1,“Least developed countries #LDCs are the most affected by #ClimateChange yet contribute the least to it. Undeterred by this unfair burden they are proactively working at national level to put the goals of the Paris Agreement into practice.” An important webinar for your diary!
f2ea5335e7f607a42ea465d344e8c6d2,@TrumpSock @RealJamesWoods 😂. Climate change hoax. 😂😂😂. Put a sock in it. 😂😂😂😂
51f37a57a992c48cb0db10eb1b9a843f,@DrMalie.com
693d2edfdcde4b544fd5f55c4b6aa41b,"Are you worried that your sales team is not equipped to sell in a virtual environment?  Join us to learn the secrets of keeping your sales engine moving no matter the market climate.  Claim a seat https://t.co/26F4Km4zOx

#atlanta #atlantaga #atl https://t.co/jj5JRsueYc"
d01d950e5cf4bcdf4541f158267e1a00,"NWT residents can demand our MLAs prioritize social &amp; climate justice as we rebuild from COVID-19 by visiting https://t.co/d7795XLV70 and:
➡️Adding your name as a public supporter
➡️E-mailing your MLA
➡️Getting groups you're a part of to sign on too
➡️Share using #JustRecoveryNWT"
a775442840ceb3e319ffb10733fcc70f,@caerbannog666 @LibertyLynx Climate change has zero to do with this issue so far
74071bb7b3c7cd5b97bf6a2f60d02368,"@JohnBirmingham @GrogsGamut At least in the US they had a lot of discussion on truth vs balance re Trump. But here Howard introduced alternative climate facts in the 90’s, and they decided to report the lies, then balance that with non lies, and the only comment they’d add was that the first sounded better."
72efe5bbd736205d0bee9fb110967fea,Thanx @GretaThunberg #Ecologie #ecology #green #GreenNewDeal NOW! #ECOCIDE #nature #pachamama
8829aaffac22e2beaf6dabacb05236c5,"@SiPhillipsSport @garyjacob That's not realistic, especially in the current climate. Getting rid of 10 players is near impossible even on a regular market. I don't know who this Gary clown is, he's got me blocked 😭😭😭"
8af712606d53916b794b25caea66dc8f,@hyperdriveprof @della_morte_ Feels like this is also making some big assumptions about climate change
17d8f435326683b27cf843dad2ab0364,Kind of satisfying to see rival camps in the Conservative Party accuse each other of being disingenuous &amp; misrepresenting each other's records after all the grossly misleading claims they have made about PMJT &amp; his government. https://t.co/Q7a9Debcso
0e3ff7a184f1f86c672d4d712b9c7ee5,"Interesting article by Yerlan Syzdykov on a similar issue about Brazil, bonds and the environment. Suggesting climate change reforms or higher education spending be linked to lower interest payments on SDG bonds https://t.co/KSa0IgQFN6"
576aed9d5af61ebeca259cf882f17400,"@SideKic76336704 @RachelNotley To end Climate Change, we can end fossil fuels as an energy source, whilst building Oil and Gas industry larger, and create a new export services industry in Alberta."
3deef856239ff9fcdddc7c21936c2db8,"@rockthekasbah88 Totally agree, the current climate is going to dictate the fee as there ain't the same money floating around, put it as high as you can because they will lowball anyway👌👌"
343828140ca2e1e182324d861ea1a5b0,Finally someone said it! #PostponeNEETJEE_Today #PostponeJEE_NEETinCOVID #AntiStudentModiGovt @Swamy39 @narendramodi @GretaThunberg @UN
325e2f73c7c562ba5488813d6e621717,"@GretaThunberg @Temppresence Dear friends, I beg you to support us a little to improve our difficult and terrible conditions
🇵🇸😭🙏😭🇵🇸
👇👇
https://t.co/jlsIDVBbSK"
696b273e0414197ea6aaba8d02bb039d,"We are used to the EU’s high standards and protection, especially in food, environment, and climate, and we don’t want any of them to slip. 

https://t.co/nfD9tmt1Cx"
41fe7529bb380b1f84b05b982f0a5b9a,Round about the time when upskirting was a jape and climate change was a hassle.
87dc03068cac92f01adb753e7478fc29,"@BrentToderian H. Reducing emissions should still be a goal. However, the actual impact on global GDP of increasing temperatures (without any adaptation) can be handled. Consider the model from Nordhaus (Nobel for climate economics 2018). Just 2.9% impact on global GDP. https://t.co/4j0aDcKlTP"
904ca2a17e86db093559cb8047738935,"In 2015, the Food and Agriculture Organization, a United Nations agency, calculated a finite number of growing seasons left if farming practices remain unchanged. 

https://t.co/HtaxGCkqNK"
c8ed37114aa9a5155e28adf6e9fa705c,"""only hours after the story broke, Barrett used her confirmation hearing to effectively deny climate change — and Democrats went silent""

#TheResistance #VoteBlueNoMatterWho 🤪
https://t.co/fWsx41HlKS"
6e9430db4f69ac3efb19ca0166a4ea3e,"This wk @billmckibben talks w/@amywestervelt about season 5 of @WeAreDrilled podcast on the Chevron-Ecuador case. 

We've talked w/sooo many interesting ppl &amp; sifted thru tons of docs. I can't say a lot more, other than this season is def worth the wait!

https://t.co/b5hJK4Rcwl"
1d5f3009ec1f06fe3f970335db8435b2,Join me in supporting the Gas Petition Campaign https://t.co/t1Nj4rGT38
f6b494115b0cf6f06e51e5f659e1751c,Scary stuff. This isn't going away. Meanwhile anyone fancy Siberia for a beach holiday? #ClimateChange https://t.co/ZhdqDwa2b8
390d54eb37997386db4373aeb4879669,"I'd rather the open denial of the republican party that we can deal with aggressively via protest instead of the bullshit ""we believe in science of climate change but won't do anything until it's too late bc of profits"" of the democrats.

Like at least the Republicans are honest"
eeb7a99ace7734e46bb9513298f681e7,VERO BEACH Jun 3 Climate: Hi: 79 Lo: 73 Precip: 0.93 Snow: 0.0 https://t.co/TZGHbCBNBN
7e854c56b6e75bc14b70c4522ea5be50,Why does every seattle sports franchise have to do something goofy as fuck and embarrassing? Climate Pledge Arena owned by Amazon? GTFO
ef6a42ae87d6dbdf421c970db2ebbc0f,@PCritterden @CalebJHull Heat Resistant Gloves for Protesting? @AOC is that scared of climate change?
66a4470dfd0b3b30a98395c2b484c7f9,@JuliansRum As Our Forest Burn Out Of Control...The Liberals Scream Climate Change...Yet They Forget To Say That Liberal Environmentalist Refused New Dams...Refused New Reservoirs...Refused Controlled Burns...While Towns Burn...Homes Burn...People Burn...Animals Burn...All Over A Little Fish
9be63693f7ec9b639bfc0e3bec6931fe,@GretaThunberg @Pontifex 👏👏👏👏👏
03b51d08f06fd51f0f12600cf8e22f56,"@paulwarmo @SionScone @awright4645 @Lucy_Lapwing Many agricultural activities are subsidised, not just livestock, and some have direct positive impacts on reducing climate change and improving environmental impacts. Assuming meat = subsidies = cheap and that other foods are subsidy-free is incorrect."
82d64951f0890f5135cd85c86fa0b20e,@_manlikealvin @finnkayne @weoverreacting @brittany_broski We are creating the perfect climate for AOC’s run
99a0193416c62c87db4b19a5b315df64,So tired of lazy climate wokeists not doing their homework and just relying on scientism and expert idolatry to prove their implicit bias.
40958fef5918783a6444e182ceb3ad56,The National Association of Naive  Climate Change Deniers (NANCCD)has cancelled their New Orleans conference this week due to TWO hurricanes hitting the area simultaneously. WAKE UP PEOPLE!!! #THEREISNOPLANETB
95f63a7a97bc7f487d08f750895d2705,"Hey @GavinNewsom, stop #FuelingtheFlames. You can't be a climate leader unless California moves off of oil and gas for good! https://t.co/qVvlgO2EAV"
168140a68dd85705c00fbabbbdc422e2,@KurdistaniS @AOC imagine not being scared of climate change
c6999624f30bffb962b349320fa330ec,"#BioClimatology #ClimateChange #ClimateAction  Precipitation deficit is felt LOCALLY despite the fact that the Convergence Zone is active, rising TEMPERATURES impact the precipitation nuclei. In addition, LOGGING and illegal MINING affect the great rivers of the Venezuelan Guiana https://t.co/XPpyFyulqT"
8cfbcc909dd8dea79017d6f9e77d3e38,The latest Greta Thunberg! https://t.co/JnDnrJFgbh Thanks to @future76 #marketing #smallbiz
674ed94dc99740e114f33a69d251ada5,The latest The #ClimateChange #ClimateAction Daily! https://t.co/Ob6OFBEFvR #climatechange #environment
890ee5929da2a2c19c7c91b88a95ac64,ST. LOUIS May 29 Climate: Hi: 78 Lo: 65 Precip: 0.14 Snow: 0.0 https://t.co/bQQAd5VltU
fe606b78c80f606a64bbc2029fe041a7,They set the fires on purpose. https://t.co/nZbN57xRqj
cbc7881bdb0d6f1bf24f2a0a037254aa,"As special envoy on the Great Barrier Reef, veteran Coalition MP Warren Entsch is seeing firsthand the consequences of inaction on climate change. He is calling on his own party to do more. Well done, Warren. https://t.co/k6obiPUuNb"
06d436d9b69390f171247ba0c620e6e7,"This is bad.

This was part of the 'worst case scenario' predictions by climate scientists years ago."
