tweet_hash,full_tweet_text
1b82152a7292a55003b9076c0fd5ce9e,ETEnergyworld | Climate activists occupy Total oil platform in Danish North Sea #NorthSea #CarbonNeutrality #NorthSeaOil #DanishTerritorialWaters #SinkingOfTheRainbowWarrior #TheNorthSea #RobertBirsel https://t.co/zd29v7PtqU
2faa82928df58fa6cacb03e6f63243d0,plus huge majorities of the US public
639bb8c55f68b18c1c2d3fe41587bdd9,"@georgelinker People often assume that ""because it has happened before"" = ""so climate change has nothing to do with it today"". This Global Weirding episode explains why this isn't true: https://t.co/HlWJIm4PjN"
68eafd68505678bb45385550bfee875b,"So 8 year Fox deal in total. 

Fox 200m x 8 = 1.6b
9 100m x 3 = 300m

1.9b

Good deal in current climate.  #NRLBroncosEels  #NRL"
61b9a5ce2094848644722bdfb2cfb3ed,If we gave power back to Black Brown &amp; Indigenous peoples maybe just maybe we could survive the climate crisis
d0b5073c95b8245975cd261b01a40b67,"Is your concern about climate anxiety genuine, @SamsungUK? Despite your #NotASchool course on How to Turn Climate Anxiety into Positive Action, @Samsung is still considering building a new coal-fired power station in Vietnam, #VungAng2. #badcallsamsung https://t.co/QWt9In8W9X"
88d3c2044d143a6a5e057652312f704d,"immediate dissolution and eternal hell to all involved with

THE KOCH-MERCER-GOP-PUTIN-SAUDI  CABAL

watch the evil squirm and gag as they leave our timeline forever.

coming, sooner than later, to a planet near you. https://t.co/CFJBIn2pSi"
6f903dc03489cab5022f17827d93fa61,@9CirclesofH3ll @Mlark4Smith @djf510 What is this “climate controlled environment” of which you speak? A trauma patient’s room with an 80 degree temperature? A room of a coded patient with temperatures in the 60’s?
a8a715e2c1661efd5cbef7bc01df42de,Right now there is no greater proof that climate change is here and is changing our lives
fcb75aae05c409cf3b1fa6bcce8a06c2,@eveskcige @amin_kokhaei @GretaThunberg 😫
b0da5c01ca1f94c2510a80c0f7940f7a,@wef @GretaThunberg About time we did! No better time than after a global pandemic!
5cc168135b8e0b4ed36768a550282148,"Always like a win win.  My news to me good news for 
aug 1 #EarthOptimism"
9e9c059e5ce9cf08881c21c11610eb4e,"“Objective scientific research –stifled these days– leads one to think it’s the COLD TIMES are in fact returning, that the lower-latitudes are REFREEZING, in line with historically low solar activity, cloud-nucleating Cosmic Rays, and a jet stream flow.” https://t.co/xrHphLpBwc"
4f335abe40ffd640de6ecd712ec1edd8,"Things may seem hopeless, but we are not helpless.
Every individual has a skill, a voice, a career to wield as a tool to address climate change. Ultimately, climate action is not powered by the Paris agreement – it’s powered by people. https://t.co/Qx79F3qeKB"
d12b5b892041a8d2202a41c07c5201e3,"źródło:
https://t.co/GgFX1xKxue"
5846027fa23519851779ccec0f0cef7f,"Hans Joosten from Greifswald Mire Centre will be explaining what peat can do for the climate and the energy transition at the Fridays for Future strike tomorrow in Greifswald. Great to see these conversations happening &amp; youth getting involved! 
#moormussnass #keeppeatwet"
990bb8d1a7bb563844e89165e713345a,🌎  Explainer: How #ClimateChange is affecting wildfires around the world https://t.co/MwcixgSPr0 via carbonbrief
20fb8556c1dfd470af07143130888edb,@SpeakerPelosi #NancyPelosi #BLM #BLMprotest #BlackHistoryMonth #BlackTransLivesMatter #LGBTQIA #ClimateAction
60edd4bf07ce11637695e8887934de85,Thanks so much @MarkHertsgaard. Was really a pleasure to talk w/ you for this story. Thanks for all your efforts in the science &amp; environment communication space!
f4a2ef819867a5592dc85ba2c3cb4f26,A Brief Intro to the History of Climate Change ~ save this post as a good refere... - https://t.co/Vx9W9M1FNB - - #EnvironmentNews https://t.co/VO3tQDoeIy
49291954bd4f8956f1f581a79c687933,"Lake or sea, what's your choice? Have a nice weekend with 🔱BRIGANTES SAIL-SHIPPED COFFEE🔱 in your favourite wild spot!!🍃
📸 Kathrin Sophie Photography #organic #sustainable #coffee #climatechange #greenconsumption https://t.co/dQBoazirpV"
08fc7b769b8d0d81e96d3e9bea29a6df,"@medic_sarcastic Well, this is definitely effecting climate change (or at least mine)"
1669d89fa88bf50cf7435f99ede794c3,"How we can appreciate and thriving without giving up all the things we have.

Dear world
Thank you for loving us even though you are exhausted
I promise one day we will make you proud. (6)

#poetry #poetrylovers #world #earth #change #climatechange #dobetter #writing"
7638552ed5f9982b2d48e3b477eb1748,@Yr_Obt_Svt I like your list. Healthcare and climate are my top 2.
762de4dc2c2611c448eff5c4479fde6e,WHAT IS THIS FUCKING PRESIDENT FFS
ba402d588c6df47774a5b788a088e675,@NatashaHodgson Oh this has made my day. I’ve gone peak bonko - reached levels I never knew even existed. Just the pandemic I could handle but the pandemic and climate change is beyond bonko-proofing
0cb332cca6a2efc14de70f316f2060a4,"Green #Climate Fund Board maintains climate momentum in midst of #COVID-19 by approving USD 878.8 million of new funds: Green Climate Fund https://t.co/U6HEe2nAm3

MORE w/ EcoSearch: https://t.co/qBqHEnBNPQ"
d3ebf0accb0423cfcff8a2052f54f65e,@AllieRenison @DavidHenigUK I don't suspect that India's policy is going to change in this climate. If anything they may feel vindicated for the short period before people move on like they did the last time there were major trade disruptions.
16b380bad51244028853275479cca2de,"@UNFCCC @jurylady5 @ScottDuncanWX Covid, Climate Change and Trump; who would of thought?"
815233298b097fd2ea9a27b7eb9ee8e7,@Advances What? It's called taking a look at each others policies and coming to a compromise for Bernie's supporters &amp; Biden's supporters for the benefit of us all. Two heads r better than one! All presidents have heads of Edu/Healthcare/Immigration/Climate Change etc..and they use them.
4fa45bea6dbe8f4e3046902b68a468aa,"Mumbai has not been hit by a cyclone in recent history 
#ClimateChange

https://t.co/8Djp9R20qn

Mumbai has never been hit by a cyclone in recent history https://t.co/8qubdpuEe3 putem korisnika/ce @timesofindia"
1f8ae2b3632135bb06341f97a5cebb21,Investors say agroforestry isn’t just climate friendly – it’s also profitable https://t.co/hwdaieOdcx https://t.co/R3H4MebeDC
8303a823d6d673d21d7e278037dc80cf,@RSPOtweets @mongabay @Unilever @ProcterGamble @CP_News No deforestation for palm oil!
8a7d2338b889c19b3fe62ce7be42288e,"If you are still wondering what #ClimateEmergency looks like. 

#ClimateActionNow #ClimateAction #planetearth"
80382a2c1f0b51c394c8394077e98bcf,"When I woke up this morning I didn't think I'd see a kid dressed as a cowboy walking out of a cow's ass singing, but here we are"
d828480961ac8685a43b94f9e4b64956,@MaebyKate It’s fantastic although probably not smart in south west California where their climate is prone to wild fires
e0cbf2c3be2278ec4155aa8f72a0e868,"@AndrewCMcCarthy @realDonaldTrump 📢CORRUPTION &amp; LIES. 
📢OVER 200k DEAD.
📢CLIMATE CRISIS.
📢NO CHOICE FOR WOMEN.
📢YOU PAY TAX AND HE WON’T.
📢 4 KIDS DIE EVERY DAY IN THE US DUE TO GUN VIOLENCE. 
📢 NO PLAN TO STOP YOU DYING OF COVID-19. #VoteforJoe #TrumpIsACoward @JoeBiden #JoeBiden2020 #VoteHimOut"
3cdf02f149af6b1d8c0d4870ba0fa980,"you lying leftist POS everything you say is a lie, you are an absolute disgrace with your climate crisis conspiracy bullshit  lies #ClimateEmergencyHoax  #ClimateChangeHoax  #ClimateCrisisHoax #ClimateChangeScamhttps://t.co/le6sucCCLp?amp=1"
be814a06a62aa13697e557021ae35406,COLORADO SPRINGS CO Oct 11 Climate: Hi: 80 Lo: 48 Precip: 0.0 Snow: 0.0 https://t.co/TnqNPq9HG2
82dbb1e380f7d7999795d2c2d3b90407,Ye Nobel lekar rahega !
eb14d340b87ba4783385237769f4b72e,"Yo! Paid canvassing opportunity alert 🚨 

$20/hr, 30 hours a week for a climate justice and energy democracy campaign here in San Antonio through @RecallCPS! If you’re interested, dm me! We’ll get you trained up."
2fb43614d2362f4e57e8e1ad484cafa2,"This was an exceptional session. Anyone into transport, urbanization, the built environment, from student to expert, should watch this session on playback. So much passion, commitment &amp; action - it was exactly the kind of energetic &amp; forward looking discussion we need."
d35a25c169f2ec4eb4d593717f96dd89,"@LooniCat Nice collection. Mine are a bit less spiky. How do they do inside, or is that necessary in your climate? https://t.co/EXZ4J4j7JL"
21ebb01a349783c45144ba176b2216d7,"Govt rushing through ideological, illogical rubbish like this before they're toast. Will be good to see @toddmullerBoP come out and say he'll repeal it all in his 1st week. Won't hold my breath. https://t.co/mOqikMtvps"
d7abfe732fc58dc3a23198e4f242f651,"@PhilAMellows Ya tenemos a la nueva Greta Thunberg, pero del movimiento anti blancos"
1acb9b1f64532e08fa4a237809d70f4a,The road to a blue-green recovery @AJEnglish  https://t.co/S4q6tS40Km.                                      #ClimateAction
44ef941a2ca45fc198bd9ea74c37acba,The future of flight in an era of climate crisis https://t.co/abQITE0GA3
21a43247447628032418b02a6c8ef8f9,@GretaThunberg Go promote your propaganda in China.
0d76b3f95db8db2665814bbb7e7aef99,"Giving the current climate, how in the name of God is international football allowed go ahead!! It was always a disaster waiting to happen!"
845d3c70ac65c78a39a14015e747271d,"@ShotsRangOut @THeinrich22 You'd be surprised how many democrat ""Movie/Documentaries"" are out right now about how evil Trump is to everything from climate change to Racial tensions. They are covering every angle and spending TRILLIONS doing so.  it is insane how much they hate this man for exposing them!"
62204e5526b14fc946d2428911bc46ea,"Excellent news, no more nuclear thanks.

BBC News - Wylfa: Hitachi 'withdraws' from nuclear project
https://t.co/08cKO4jmJt

#ClimateChange #ClimateCrisis #ClimateEmergency #ExtinctionRebellion #Greenpeace #WWF #Environment"
b9f8ce6277aa07f5d250ade2123c126a,Feb 28 EWE:  Why Climate Change is an LGBTQ+ Issue https://t.co/GqwBfbvJWD
129ea82da2d8ed9ebfeb5ed082210251,This too
c967ba7bdfdc86fd9b8893be76324593,"The Global Warming Magazine - Full Color - Pics - Videos - Curiosities - Infographics  
https://t.co/Wuhqr2ixuc… SGK-PLANET #ClimateChange #GlobalWarming #ClimateEmergency #ClimateCrisis #Sustainability #Environment #ClimateAction #Energy #Magazine #FossilFuels https://t.co/TH3pe7JsMU"
88773b0c610463ce3d7491183cb5b081,Check out ASU PHD student @siianadela's work on disaster response in Puerto Rico. She's nearly finished a 3-paper study of water sharing after Hurricane Maria. This is her 2nd study: on food sharing during the COVID-19 crisis in Puerto Rico. One to watch! https://t.co/WReh8YVlHG
36a282b1fbc1fc7bf16baa13a1a32876,"This is a highly worrisome trend if this becomes a yearly occurrence going forward :/

The issue with highly chaotic climate systems like these is that they might become even harder to mitigate through forecasting and prediction."
97c8f0d0236ff6e7d34ae194d81b4e8b,"Professor Katharine Hayhoe, renowned atmospheric scientist and climate communicator, breaks down the connection between climate change and hurricanes.
https://t.co/jv31KJaNbs Learn more about weather in our Changing Earth exhibit, now open! #FoundattheFranklin https://t.co/glJJrdGCgm"
15f5dc18fcda99c94301368a846332e4,"@newscientist It wouldn’t surprise me. Suggesting this years ago and also relating this to climate changes, resulted in very defensive reactions of what we now call #GreenDeal preachers."
395a67cfb0aeed988221ff0234096b78,"Meet Molly! She is #StickingWithEd because when it comes to the climate crisis, no one has fought harder than Ed. He will continue fighting for us to make the planet cleaner and healthier, and it is now our time to fight for him! https://t.co/lOHGKhfOaS"
745ee5773a6168ebd31d5398cf385102,"Anticipating workshop fatigue to navigate power relations in international transdisciplinary partnerships: A climate change case study, by Teresa Sandra Perez #OpenAccess https://t.co/1e0W0sxWum"
fc8297114d4d86b4a203f1658f1f6bad,"@MalcolmNance Ummm,
 Dude that had the 2000 presidential election stolen by Roger Stone, the GOP and Scalia's SCOTUS 
Then went on to produce the most prolific documentary on climate change in history ?.... 
Yea, I personally seem to remember that guy"
b48a3f1c216579689bf05a8a74ec78cd,"Covid, Idiot President, dogshit opposition party, no right to healthcare, climate change fires, lead in kids water, black people always shot by cops, no social mobility, too much debt everywhere 

I dunno. Should I be proud? https://t.co/A1AFPyjlyl"
ad5ef25837ab8ed900d2ec240a27341a,The latest Martin Metsemakers Fotografie Daily! https://t.co/gH7lTCUEDY Thanks to @bnSonic #climatechange #environment
73c24d031b564ebdf95c5e729968c1dd,@JohnJ60080420 @SashaGrey Bidens climate proposals are a joke. It would barely be a difference to trumps approach. People pretending Biden is pro science is bizarre. He's wishy-washy at best
c5ca5d3e848aa9cb012c2383500c38ab,Greta should #FireTrudeau
